fecha,producto,margen,ventas_totales
2020-01-03,Accesibilidad Universal,0.4594216754108317,71267
2020-01-03,Pisos Orgánicos,0.3322746485745819,12557
2020-01-03,Gres,0.47605337698311134,12200
2020-01-03,Sanitarios Institucionales,0.10202463353848748,56975
2020-01-04,Grifería de Ducha y Tina,0.2221455441377574,87505
2020-01-04,Lavamanos,0.37675807907707737,71135
2020-01-04,Grifería de Lavamanos,0.4977829850443283,48467
2020-01-04,Cerámicos,0.19489963499872004,96831
2020-01-04,Mosaicos,0.3985965620472097,32399
2020-01-04,Toalleros,0.3976682092226249,96416
2020-01-04,WC,0.2232243167409557,80091
2020-01-04,Muebles de Baño,0.303525630735504,55525
2020-01-04,Portapapeles,0.2060809470726902,16893
2020-01-04,Complementos de Pisos Vinílicos,0.33594833902421756,57333
2020-01-04,Grifería Institucional,0.2572390898667042,86213
2020-01-04,Grifería de Cocina y Lavadero,0.46243951508742165,40746
2020-01-04,Complementos de Grifería,0.41792452141665937,64045
2020-01-04,Complementos de Sanitarios,0.35804134481222594,49790
2020-01-04,Perchas,0.29700707752754557,50764
2020-01-04,Complementos de Pisos Orgánicos,0.29967735195390094,66835
2020-01-04,Pisos Vinílicos,0.10972638657258155,83744
2020-01-04,Receptáculos,0.4978202043189365,28589
2020-01-04,Mamparas de Ducha,0.4815714308010349,46212
2020-01-04,Jaboneras y Vasos,0.4533976089065036,42635
2020-01-04,Tinas,0.10618264661154697,28711
2020-01-04,Wall Panels,0.23230012186820548,10301
2020-01-04,Pisos Fotolaminados,0.48666192761746785,76235
2020-01-04,Grifería de Bidet,0.441203782186944,75726
2020-01-04,Accesorios Institucionales,0.22227880771487274,16102
2020-01-04,Bidet,0.20738994275606273,95314
2020-01-04,Lavaplatos,0.16779709867443698,44584
2020-01-04,Contenedores,0.2578765867237889,33093
2020-01-04,Organizadores,0.37841191866998924,61885
2020-01-04,Barras de Seguridad,0.13887059750830744,82991
2020-01-04,Urinarios,0.36845740672962024,28070
2020-01-04,Escobillas,0.15603360609460962,92074
2020-01-04,Rack Toallas,0.21811623536757552,55017
2020-01-04,Pisos de Madera,0.39630744710168175,88069
2020-01-04,Modulos,0.24379646048790207,64748
2020-01-04,Espejos,0.2186040574591194,59689
2020-01-04,Accesibilidad Universal,0.4240453578716723,39592
2020-01-04,Pisos Orgánicos,0.34460548434627225,98891
2020-01-04,Gres,0.3045369595443751,99912
2020-01-04,Sanitarios Institucionales,0.3511577659794545,12368
2020-01-05,Grifería de Ducha y Tina,0.12837636679997108,80031
2020-01-05,Lavamanos,0.12030741241575878,97922
2020-01-05,Grifería de Lavamanos,0.23519806274061433,23403
2020-01-05,Cerámicos,0.33154595820302346,20966
2020-01-05,Mosaicos,0.3688104541180798,62921
2020-01-05,Toalleros,0.31705785388303065,60300
2020-01-05,WC,0.4355734008277453,66661
2020-01-05,Muebles de Baño,0.20010054420634563,80313
2020-01-05,Portapapeles,0.42904022426386335,25338
2020-01-05,Complementos de Pisos Vinílicos,0.15082420506075392,90135
2020-01-05,Grifería Institucional,0.4079974212394444,13051
2020-01-05,Grifería de Cocina y Lavadero,0.4861007321563079,97142
2020-01-05,Complementos de Grifería,0.1341389859975072,76412
2020-01-05,Complementos de Sanitarios,0.17775201359794923,42093
2020-01-05,Perchas,0.3162540486440426,49734
2020-01-05,Complementos de Pisos Orgánicos,0.15534123696712054,27019
2020-01-05,Pisos Vinílicos,0.3858380416719809,96672
2020-01-05,Receptáculos,0.25952836057791784,89634
2020-01-05,Mamparas de Ducha,0.2755885682822544,35945
2020-01-05,Jaboneras y Vasos,0.11014029736618301,18308
2020-01-05,Tinas,0.13234918664687909,11150
2020-01-05,Wall Panels,0.37838968243747917,84740
2020-01-05,Pisos Fotolaminados,0.12327743820337744,26896
2020-01-05,Grifería de Bidet,0.27694089189244175,56175
2020-01-05,Accesorios Institucionales,0.3196906658824482,30056
2020-01-05,Bidet,0.3640789506870925,13343
2020-01-05,Lavaplatos,0.3066785029706267,39375
2020-01-05,Contenedores,0.3217416210045603,69638
2020-01-05,Organizadores,0.11908645107665952,77215
2020-01-05,Barras de Seguridad,0.1634585790569964,82789
2020-01-05,Urinarios,0.10575739545190235,71389
2020-01-05,Escobillas,0.13671962632537676,54078
2020-01-05,Rack Toallas,0.11629152092758806,88781
2020-01-05,Pisos de Madera,0.3814631437520095,53919
2020-01-05,Modulos,0.1391336642604006,45247
2020-01-05,Espejos,0.42276519082031183,72752
2020-01-05,Accesibilidad Universal,0.2858695251758446,36646
2020-01-05,Pisos Orgánicos,0.11922356967881349,89605
2020-01-05,Gres,0.3540374603470575,78385
2020-01-05,Sanitarios Institucionales,0.2043574493366856,75417
2020-01-06,Grifería de Ducha y Tina,0.35034396628569453,19823
2020-01-06,Lavamanos,0.4425959364753289,19540
2020-01-06,Grifería de Lavamanos,0.3735855077592565,37663
2020-01-06,Cerámicos,0.12822749896017194,40977
2020-01-06,Mosaicos,0.11060452421664874,98223
2020-01-06,Toalleros,0.4760920965699831,28071
2020-01-06,WC,0.37086733695319274,21938
2020-01-06,Muebles de Baño,0.3573152873769413,14000
2020-01-06,Portapapeles,0.42448167069440124,48304
2020-01-06,Complementos de Pisos Vinílicos,0.36059390874311525,92986
2020-01-06,Grifería Institucional,0.1783164539157186,96027
2020-01-06,Grifería de Cocina y Lavadero,0.14031120055097068,22161
2020-01-06,Complementos de Grifería,0.11558525292409345,37350
2020-01-06,Complementos de Sanitarios,0.1284754593840916,35351
2020-01-06,Perchas,0.25415864838622604,25305
2020-01-06,Complementos de Pisos Orgánicos,0.10930877429433035,75953
2020-01-06,Pisos Vinílicos,0.20427781129436126,30358
2020-01-06,Receptáculos,0.1472659310486625,99588
2020-01-06,Mamparas de Ducha,0.23933464178127895,21338
2020-01-06,Jaboneras y Vasos,0.4509888054108212,43496
2020-01-06,Tinas,0.42139237215393943,54425
2020-01-06,Wall Panels,0.26938837692324746,45735
2020-01-06,Pisos Fotolaminados,0.42273389570690567,93042
2020-01-06,Grifería de Bidet,0.26504707076457057,47841
2020-01-06,Accesorios Institucionales,0.20000657968644187,44911
2020-01-06,Bidet,0.23632141610120716,17357
2020-01-06,Lavaplatos,0.32474667685750946,54811
2020-01-06,Contenedores,0.27159761095000734,81180
2020-01-06,Organizadores,0.3959635041789499,78450
2020-01-06,Barras de Seguridad,0.14124954753437305,24397
2020-01-06,Urinarios,0.2986244762732311,10728
2020-01-06,Escobillas,0.2280198404122447,76234
2020-01-06,Rack Toallas,0.13999395486474536,89459
2020-01-06,Pisos de Madera,0.10433506059211935,82936
2020-01-06,Modulos,0.4388572576382359,79896
2020-01-06,Espejos,0.22772545503616595,92637
2020-01-06,Accesibilidad Universal,0.3707079617697213,42307
2020-01-06,Pisos Orgánicos,0.3293751552493145,15486
2020-01-06,Gres,0.13331376447810386,99112
2020-01-06,Sanitarios Institucionales,0.3214812209383203,97508
2020-01-07,Grifería de Ducha y Tina,0.40094981177507205,70566
2020-01-07,Lavamanos,0.41251842018848106,11062
2020-01-07,Grifería de Lavamanos,0.13648244121947617,31545
2020-01-07,Cerámicos,0.4896992834137641,98461
2020-01-07,Mosaicos,0.31981155292949426,19348
2020-01-07,Toalleros,0.39481422271640354,84460
2020-01-07,WC,0.2403660050208315,16801
2020-01-07,Muebles de Baño,0.487460777589654,58136
2020-01-07,Portapapeles,0.40460425268698896,82592
2020-01-07,Complementos de Pisos Vinílicos,0.14044907044911611,11542
2020-01-07,Grifería Institucional,0.27043659001877646,60343
2020-01-07,Grifería de Cocina y Lavadero,0.12910520254567742,98858
2020-01-07,Complementos de Grifería,0.3824968908625985,93460
2020-01-07,Complementos de Sanitarios,0.30533046747695713,64693
2020-01-07,Perchas,0.4946558314004702,23807
2020-01-07,Complementos de Pisos Orgánicos,0.44525540879560155,93285
2020-01-07,Pisos Vinílicos,0.4251198269030011,67854
2020-01-07,Receptáculos,0.4630774825394185,11324
2020-01-07,Mamparas de Ducha,0.4013512741035766,45909
2020-01-07,Jaboneras y Vasos,0.3832724782332799,44578
2020-01-07,Tinas,0.41085876637097474,36790
2020-01-07,Wall Panels,0.26968880369879056,65129
2020-01-07,Pisos Fotolaminados,0.2321010116076394,25485
2020-01-07,Grifería de Bidet,0.29705004171634364,14748
2020-01-07,Accesorios Institucionales,0.2620808347125668,13709
2020-01-07,Bidet,0.12252131027273494,65771
2020-01-07,Lavaplatos,0.4068779412434287,35470
2020-01-07,Contenedores,0.3596841208464254,62224
2020-01-07,Organizadores,0.37241577083876365,90219
2020-01-07,Barras de Seguridad,0.48486901938981675,38016
2020-01-07,Urinarios,0.1331565286773417,92848
2020-01-07,Escobillas,0.18943833540778107,77641
2020-01-07,Rack Toallas,0.10486178987592654,32700
2020-01-07,Pisos de Madera,0.11726396478023045,30559
2020-01-07,Modulos,0.3110804436345199,71642
2020-01-07,Espejos,0.46764628611146375,40354
2020-01-07,Accesibilidad Universal,0.4877210142476396,81726
2020-01-07,Pisos Orgánicos,0.351759455254105,48413
2020-01-07,Gres,0.21779757873577196,62736
2020-01-07,Sanitarios Institucionales,0.3510232320336254,78866
2020-01-08,Grifería de Ducha y Tina,0.46046320419639564,34504
2020-01-08,Lavamanos,0.46610173666764254,20975
2020-01-08,Grifería de Lavamanos,0.12314555910308296,33959
2020-01-08,Cerámicos,0.3480530391206147,39703
2020-01-08,Mosaicos,0.1678719615582262,71529
2020-01-08,Toalleros,0.2553073535959489,41921
2020-01-08,WC,0.2063751699856956,14835
2020-01-08,Muebles de Baño,0.4944842977918412,57605
2020-01-08,Portapapeles,0.11292638044386019,48088
2020-01-08,Complementos de Pisos Vinílicos,0.2238110465145311,67043
2020-01-08,Grifería Institucional,0.3411127528093194,92844
2020-01-08,Grifería de Cocina y Lavadero,0.1532740500894999,55445
2020-01-08,Complementos de Grifería,0.4799199653167696,59407
2020-01-08,Complementos de Sanitarios,0.3324650484723305,85672
2020-01-08,Perchas,0.26729721451624755,94791
2020-01-08,Complementos de Pisos Orgánicos,0.45066459437031714,66570
2020-01-08,Pisos Vinílicos,0.11808746804247577,11015
2020-01-08,Receptáculos,0.25058534675121985,37712
2020-01-08,Mamparas de Ducha,0.2921480327465419,72292
2020-01-08,Jaboneras y Vasos,0.39983131999042887,72680
2020-01-08,Tinas,0.4879657591258413,82474
2020-01-08,Wall Panels,0.3276325876662991,30384
2020-01-08,Pisos Fotolaminados,0.2874772639179881,18702
2020-01-08,Grifería de Bidet,0.20936282877228252,50943
2020-01-08,Accesorios Institucionales,0.13014362414098493,22763
2020-01-08,Bidet,0.425160403652031,19860
2020-01-08,Lavaplatos,0.49865473482956213,60612
2020-01-08,Contenedores,0.3340598129301888,79172
2020-01-08,Organizadores,0.4779062919529712,42201
2020-01-08,Barras de Seguridad,0.2511402197103146,66397
2020-01-08,Urinarios,0.18201813140260997,44816
2020-01-08,Escobillas,0.48162041090348895,27100
2020-01-08,Rack Toallas,0.1828910596032226,80080
2020-01-08,Pisos de Madera,0.3686802737623427,46187
2020-01-08,Modulos,0.20746899281012296,24489
2020-01-08,Espejos,0.2992660746583572,71877
2020-01-08,Accesibilidad Universal,0.40892735669425573,42049
2020-01-08,Pisos Orgánicos,0.440872600127416,83963
2020-01-08,Gres,0.3243751886141545,34285
2020-01-08,Sanitarios Institucionales,0.41672713578785314,98464
2020-01-09,Grifería de Ducha y Tina,0.1536060913802563,29758
2020-01-09,Lavamanos,0.26821431146603003,11252
2020-01-09,Grifería de Lavamanos,0.3481238205413859,47441
2020-01-09,Cerámicos,0.4220178670077448,69494
2020-01-09,Mosaicos,0.1545485902347079,88587
2020-01-09,Toalleros,0.4921850900369512,65393
2020-01-09,WC,0.3546577286489131,35934
2020-01-09,Muebles de Baño,0.27498996880949167,71886
2020-01-09,Portapapeles,0.3905588130600913,63413
2020-01-09,Complementos de Pisos Vinílicos,0.2803641789664418,52318
2020-01-09,Grifería Institucional,0.2586171129285081,80390
2020-01-09,Grifería de Cocina y Lavadero,0.3094409104060045,53088
2020-01-09,Complementos de Grifería,0.4798082494630569,49811
2020-01-09,Complementos de Sanitarios,0.283738723178469,95392
2020-01-09,Perchas,0.2968465172318153,29963
2020-01-09,Complementos de Pisos Orgánicos,0.12649439114074634,83477
2020-01-09,Pisos Vinílicos,0.29704723759714785,79836
2020-01-09,Receptáculos,0.18365231643140567,22015
2020-01-09,Mamparas de Ducha,0.23662528418261802,16254
2020-01-09,Jaboneras y Vasos,0.1515518887642597,90719
2020-01-09,Tinas,0.16076107740491774,21637
2020-01-09,Wall Panels,0.3790670294787727,68243
2020-01-09,Pisos Fotolaminados,0.17275203375965792,51240
2020-01-09,Grifería de Bidet,0.45871536396240475,43434
2020-01-09,Accesorios Institucionales,0.36702309540841094,85697
2020-01-09,Bidet,0.3407741582163841,21314
2020-01-09,Lavaplatos,0.11634744650659155,97044
2020-01-09,Contenedores,0.2380330511289547,46668
2020-01-09,Organizadores,0.11272187259406606,49749
2020-01-09,Barras de Seguridad,0.14825434844024032,26907
2020-01-09,Urinarios,0.182533487362317,61745
2020-01-09,Escobillas,0.15149935931985758,91818
2020-01-09,Rack Toallas,0.11572485593643958,20488
2020-01-09,Pisos de Madera,0.29245815762251726,53221
2020-01-09,Modulos,0.13270361277954879,65645
2020-01-09,Espejos,0.1627910730864775,62796
2020-01-09,Accesibilidad Universal,0.10103800975345863,74291
2020-01-09,Pisos Orgánicos,0.4224805119172246,89714
2020-01-09,Gres,0.17380840774255094,10302
2020-01-09,Sanitarios Institucionales,0.24818884111655282,18717
2020-01-10,Grifería de Ducha y Tina,0.3473019086121184,83686
2020-01-10,Lavamanos,0.3125063015894136,26748
2020-01-10,Grifería de Lavamanos,0.12493654500449658,25034
2020-01-10,Cerámicos,0.2009747777376083,15126
2020-01-10,Mosaicos,0.3748662021613325,92838
2020-01-10,Toalleros,0.30467097684626643,48638
2020-01-10,WC,0.11218886109343768,98869
2020-01-10,Muebles de Baño,0.3130469065820093,45854
2020-01-10,Portapapeles,0.14194766661299238,48518
2020-01-10,Complementos de Pisos Vinílicos,0.2509136652418491,11062
2020-01-10,Grifería Institucional,0.22883166623327134,16229
2020-01-10,Grifería de Cocina y Lavadero,0.23099894087116588,57915
2020-01-10,Complementos de Grifería,0.1932865646199205,13596
2020-01-10,Complementos de Sanitarios,0.3374369814216195,17561
2020-01-10,Perchas,0.4156684954429354,36734
2020-01-10,Complementos de Pisos Orgánicos,0.3336797938856677,36069
2020-01-10,Pisos Vinílicos,0.33473644720835166,83479
2020-01-10,Receptáculos,0.33461417386430364,33275
2020-01-10,Mamparas de Ducha,0.1510321211182255,70004
2020-01-10,Jaboneras y Vasos,0.24523291855945406,64553
2020-01-10,Tinas,0.34302208891742914,85703
2020-01-10,Wall Panels,0.2992990791395761,13812
2020-01-10,Pisos Fotolaminados,0.4734767295039498,37285
2020-01-10,Grifería de Bidet,0.1901331190850113,11605
2020-01-10,Accesorios Institucionales,0.19838309135380328,37139
2020-01-10,Bidet,0.4403270071344585,86125
2020-01-10,Lavaplatos,0.16934943811790193,37446
2020-01-10,Contenedores,0.43692561411927267,34818
2020-01-10,Organizadores,0.10729699257134442,14324
2020-01-10,Barras de Seguridad,0.4929514467634426,48110
2020-01-10,Urinarios,0.4586441051896083,51427
2020-01-10,Escobillas,0.48778817331014757,97886
2020-01-10,Rack Toallas,0.42682882837971203,94471
2020-01-10,Pisos de Madera,0.38915843864871025,63441
2020-01-10,Modulos,0.3227051572055719,89239
2020-01-10,Espejos,0.2906477936505648,98236
2020-01-10,Accesibilidad Universal,0.4077971732767748,16469
2020-01-10,Pisos Orgánicos,0.48719762660169375,74323
2020-01-10,Gres,0.27017457544656676,59376
2020-01-10,Sanitarios Institucionales,0.3944988734793953,77584
2020-01-11,Grifería de Ducha y Tina,0.3442480169766531,52533
2020-01-11,Lavamanos,0.3324952885690449,30618
2020-01-11,Grifería de Lavamanos,0.4728057369027737,57362
2020-01-11,Cerámicos,0.12072941472897077,69383
2020-01-11,Mosaicos,0.1537658707755897,97958
2020-01-11,Toalleros,0.31956879195559096,49809
2020-01-11,WC,0.2289415379898892,44387
2020-01-11,Muebles de Baño,0.20185626190550554,73076
2020-01-11,Portapapeles,0.10108435976573188,89767
2020-01-11,Complementos de Pisos Vinílicos,0.34244075242233546,46258
2020-01-11,Grifería Institucional,0.23954730661719814,93524
2020-01-11,Grifería de Cocina y Lavadero,0.4322477631150917,10235
2020-01-11,Complementos de Grifería,0.2634073171743668,77444
2020-01-11,Complementos de Sanitarios,0.3923469900814577,80792
2020-01-11,Perchas,0.1820007240212949,83698
2020-01-11,Complementos de Pisos Orgánicos,0.12659850694671101,15415
2020-01-11,Pisos Vinílicos,0.3886386203005109,15951
2020-01-11,Receptáculos,0.41260579270056597,51832
2020-01-11,Mamparas de Ducha,0.4002007699061254,40523
2020-01-11,Jaboneras y Vasos,0.1654623771462818,96740
2020-01-11,Tinas,0.17456199471525763,29282
2020-01-11,Wall Panels,0.3660788882784801,30611
2020-01-11,Pisos Fotolaminados,0.22647863291859785,92985
2020-01-11,Grifería de Bidet,0.25697804296905413,53303
2020-01-11,Accesorios Institucionales,0.2807794405196157,39287
2020-01-11,Bidet,0.2507777717699631,21954
2020-01-11,Lavaplatos,0.349640617672735,81520
2020-01-11,Contenedores,0.39904375207050047,28574
2020-01-11,Organizadores,0.33099450836245026,77728
2020-01-11,Barras de Seguridad,0.4598298293098274,55558
2020-01-11,Urinarios,0.3127429918752696,46455
2020-01-11,Escobillas,0.19161015636991854,21302
2020-01-11,Rack Toallas,0.14675921628334565,64917
2020-01-11,Pisos de Madera,0.23312631436499373,93122
2020-01-11,Modulos,0.23396224586283446,97487
2020-01-11,Espejos,0.16669230399735327,81324
2020-01-11,Accesibilidad Universal,0.2981694505615863,35053
2020-01-11,Pisos Orgánicos,0.4575570332203831,61356
2020-01-11,Gres,0.1606699518931005,76656
2020-01-11,Sanitarios Institucionales,0.3827921844973836,42154
2020-01-12,Grifería de Ducha y Tina,0.39757851702907077,77779
2020-01-12,Lavamanos,0.32795587394852665,42265
2020-01-12,Grifería de Lavamanos,0.29759259485234507,53872
2020-01-12,Cerámicos,0.14116641229765803,65180
2020-01-12,Mosaicos,0.1442526947820829,81907
2020-01-12,Toalleros,0.28280008771267134,74435
2020-01-12,WC,0.2589149162241469,30103
2020-01-12,Muebles de Baño,0.1599669709395095,24382
2020-01-12,Portapapeles,0.26358207083419727,13756
2020-01-12,Complementos de Pisos Vinílicos,0.3880146146184298,26478
2020-01-12,Grifería Institucional,0.3393770804820908,85683
2020-01-12,Grifería de Cocina y Lavadero,0.3170897773390385,81315
2020-01-12,Complementos de Grifería,0.17263908672057027,24153
2020-01-12,Complementos de Sanitarios,0.23700970287141737,22999
2020-01-12,Perchas,0.2694387449681932,86077
2020-01-12,Complementos de Pisos Orgánicos,0.3459801052610618,85993
2020-01-12,Pisos Vinílicos,0.3344919328067189,27368
2020-01-12,Receptáculos,0.2024062127414649,37306
2020-01-12,Mamparas de Ducha,0.47284731299344496,47219
2020-01-12,Jaboneras y Vasos,0.46750020890429866,74644
2020-01-12,Tinas,0.4689997524709183,10126
2020-01-12,Wall Panels,0.16101561716570456,75310
2020-01-12,Pisos Fotolaminados,0.3426860185531424,96066
2020-01-12,Grifería de Bidet,0.3945776942498892,54327
2020-01-12,Accesorios Institucionales,0.4361758527921692,57882
2020-01-12,Bidet,0.2803357485616529,86589
2020-01-12,Lavaplatos,0.1943624138380325,11645
2020-01-12,Contenedores,0.17452835179764828,29256
2020-01-12,Organizadores,0.23285856506197558,63173
2020-01-12,Barras de Seguridad,0.3075352228504289,73374
2020-01-12,Urinarios,0.2596010815480521,66264
2020-01-12,Escobillas,0.39769986073731556,67545
2020-01-12,Rack Toallas,0.4211413794392046,23224
2020-01-12,Pisos de Madera,0.14570692002227512,73731
2020-01-12,Modulos,0.31495824117516913,83509
2020-01-12,Espejos,0.23853839774638452,18666
2020-01-12,Accesibilidad Universal,0.39500049924389935,46368
2020-01-12,Pisos Orgánicos,0.33482728965462694,51914
2020-01-12,Gres,0.2809758064530774,89026
2020-01-12,Sanitarios Institucionales,0.19929057710286077,77526
2020-01-13,Grifería de Ducha y Tina,0.16620532697118953,29956
2020-01-13,Lavamanos,0.46593836042724,47148
2020-01-13,Grifería de Lavamanos,0.33223534011121736,14757
2020-01-13,Cerámicos,0.18803888563243884,26241
2020-01-13,Mosaicos,0.36541494880668424,80480
2020-01-13,Toalleros,0.48442812698778204,59840
2020-01-13,WC,0.32292214755601917,34917
2020-01-13,Muebles de Baño,0.13413986723145754,85452
2020-01-13,Portapapeles,0.17378514856754246,30806
2020-01-13,Complementos de Pisos Vinílicos,0.33815400692801756,51949
2020-01-13,Grifería Institucional,0.3999841881596712,34442
2020-01-13,Grifería de Cocina y Lavadero,0.41991280882970783,12079
2020-01-13,Complementos de Grifería,0.28729273137655176,37952
2020-01-13,Complementos de Sanitarios,0.11461986713923795,82847
2020-01-13,Perchas,0.3259364533050466,28449
2020-01-13,Complementos de Pisos Orgánicos,0.21761787168838864,48258
2020-01-13,Pisos Vinílicos,0.28131553389921105,38865
2020-01-13,Receptáculos,0.31378235650289876,48000
2020-01-13,Mamparas de Ducha,0.26030522435013037,48565
2020-01-13,Jaboneras y Vasos,0.40614251242649624,75155
2020-01-13,Tinas,0.17277125219810846,22342
